"talkid";"title";"type";"description";"skill";"from";"to";"room";"fromIso";"toIso"
"fda841c1b7fdd76d25b73b67959c4d93";"Using Istio to Build a Cloud Native Service Mesh";"Workshop";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.In the adoption of cloud native technologies developers have found one of the greatest challenges is the integration of services in distributed systems. The challenges include service discovery, load balancing, fault tolerance, end-to-end monitoring, dynamic routing for canary deployments and most importantly securing the communication channels.
Istio solves these problems by providing a layer of infrastructure between the services and the network that allows the service communication to be controlled outside the application code. This fundamentally changes how services are connected, managed and secured.
During thisworkshop you will gain hands-on experience to understand how Istio is changing the landscape of cloud native applications. We will walk through deploying each piece of Istio alongside a microservice application running in Kubernetes and in the process create a service mesh to control the communication. We will show features of Istio such as:

Traffic Management, Resilient Communication and Load Balancing between Services
Policy Enforcement and Rate Limiting
Telemetry, Monitoring and Reporting
Securing Communication between
Microservices Canary Deployments";;"Tuesday December  5, 2017  9:00am";"Tuesday December  5, 2017   12:00pm";"Meeting Room 10A, Level 3";"2017-12-05T09:00:00";"2017-12-05T12:00:00"
"ecb34f3caacae37273bda50b962d7ee7";"Kubernetes on AWS Hands-on Workshop, Taught by AWS";"Workshop";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.
Kubernetes is a popular cloud-native open-source orchestration platform for container management, scaling and automated deployment. It includes a rich set of features such as service discovery, multi-tenancy, stateful containers, resource usage monitoring, and rolling updates. Some of the questions we will go over are: 

How do we deploy using infrastructure technologies like CloudFormation and Terraform?
How can CLI clients such as kops, kubeadm and minikube be used to interact with Kubernetes?
What does a clean CI/CD pipeline look like using AWS?
How do we integrate with tools such as Maven?

In this code-driven workshop, you will learn how to package, deploy, scale and monitor your Java application using Kubernetes and the AWS cloud.";;"Tuesday December  5, 2017  9:00am";"Tuesday December  5, 2017   4:00pm";"Meeting Room 9B, Level 3";"2017-12-05T09:00:00";"2017-12-05T16:00:00"
"1ee63d5d879578c24533ef1f0f7d4322";"FD.io Mini Summit";"Mini Summit";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.FD.io (Fast Data) is the first truly open data plane project focusing on data IO performance, scalability, efficiency, and programmable flexibility for networking and storage. FD.io provides a modular, extensible user space IO services framework that supports rapid development of high-throughput low-latency resource-efficient IO services. The design of FD.io is hardware, kernel, and deployment (bare metal, VM, container) agnostic. FD.io has been integrated with OpenStack Neutron, OpenDaylight, and Calico to provide a drop in upgrade for all of your dataplane needs. A key component of FD.io is the Vector Packet Processing (VPP) library contributed at the foundation of the project. The commercial-ready code targetable to run on standard x86, ARM, and Power servers is already running in products on the market today. VPP when connected to DPDK for network IO has shown to perform two orders of magnitude faster than currently available open source options implementing switching or routing workloads, reaffirming one of the core principles of FD.io: a focus on performance.
Join us at the FD.io Mini Summit to hear and learn from FD.io community experts who will be sharing information about the projects, use cases, capabilities, integration between FD.io and OpenStack/ODL/OPNFV/Other communities, tools and many more exciting topics. This is a great opportunity for the KubeCon + CloudNativeCon attendees to share their thought leadership and innovations at one of the industry’s premier events. 
*No Show Fee - Note that while FD.io Mini Summit is free to attend, anyone that is a no-show onsite will be charged $50 for each event not attended. This helps us in planning accurately for the event.
Agenda
9:00am - 9:20am - Welcome & Introduction - Ed Warnicke, Cisco9:20am - 9:50am - A Pragmatic Approach to Service Assurance in a Cloud Native World - Balaji Ethirajulu, Ericsson Inc9:50am - 10:20am - Benchmarking and Analysis of Software Network Data Planes - Maciek Konstantynowicz, Cisco; Patrick Lu, Intel; Shrikant M. Shah, Intel10:20am - 11:10am - Break 11:10am - 11:40am - VPP Host Stack - Florian Coras, Cisco11:40am - 12:10pm - Empowering the User Space Stack on Cloud Native Applications - Hong Lin, Huawei12:10pm - 12:40pm - Dataplane Networking Journey in Kubernetes - Ivan Coughlan, Intel12:40pm - 1:40pm - Lunch 1:40pm - 2:10pm - Ligato: towards a platform for development of cloud-native VNFs - Jan Medved, Cisco2:10pm - 2:40pm - The Arm Ecosystem Rallies Around FD.io - Tina Tsou, Arm2:40pm - 3:10pm - Beyond pfSense - a new security router distribution - Jim Thompson, Netgate3:10pm - 3:40pm - Agentless NIC-Based Security - Scott Schweitzer, Solarflare Communications3:40pm - 4:00pm - Break 4:00pm - 4:45pm - Discussion of VPP/FD.io and Kubernetes - Ed Warnicke, Cisco";;"Tuesday December  5, 2017  9:00am";"Tuesday December  5, 2017   5:00pm";"Meeting Room 10C, Level 3";"2017-12-05T09:00:00";"2017-12-05T17:00:00"
"c7a28f59145491e725aea855cb1c2a84";"ONAP Workshop: Automating Networks in a Container World";"Mini Summit";"Registration: This event is Sold Out.  You can add yourself to the waitlist here.In February 2017, The Linux Foundation introduced the Open Network Automation Platform (ONAP), which is the merger of the open source OPEN-O and ECOMP projects, code bases, and communities. The ONAP project allows operators to automate, design, orchestrate, and manage services and virtual functions. This Mini Summit examines how open source is moving up the stack and value chain, and The Linux Foundation's harmonization efforts underway to forge a unified vision and ultimately architecture to bring together open source projects and relevant standards. In addition, we will provide an in-depth introduction to the ONAP project, including the trends leading up to the project, scope, organization, etc.
Agenda:
Automating Networks in a Container World
9:00 – 9:10 Welcome & Intro - Phil Robb, The Linux Foundation9:10 – 9:50 Overview & Discussion: Networking & Containers: Where Are We Now? Challenges, Opportunities - Xuan Jia, China Mobile9:50 – 10:20 How Networking Will Be Transformed by DevOps - Jason Hunt, IBM10:20-10:30 Break 10:30 – 11:00 NFV in the Enterprise (Panel) 11:00 – 11:30 Open Source Cloud Native NFV Operations Management & Security: ONAP Perspective – Ramki Krishnan, VMware and Sastry Isukapalli, AT&T11:30– 12:00 Toward Container Support As VNF-based Cloud Infrastructure - Isaku Yamahata, Intel12:00 – 12:40 Overview & Discussion: Security In The Modern Virtualized Data Center - Gadi Naor, Alcide and Phil Robb, LF12:40 – 1:45 Lunch1:45 - 2:15 Open Source Multi-Cloud Orchestration for Kubernetes with a Single Provider – DeWayne Filppi, Cloudify2:15 – 3:45 BoF/Unconference 3:45 – 4:00 Closing Remarks - Phil Robb, The Linux Foundation
 
*No Show Fee - Note that while ONAP Mini Summit is free to attend, anyone that is a no-show onsite will be charged $50 for each event not attended. This helps us in planning accurately for the event.";;"Tuesday December  5, 2017  9:00am";"Tuesday December  5, 2017   5:00pm";"Meeting Room 3, Level 1";"2017-12-05T09:00:00";"2017-12-05T17:00:00"
"c4179b7230437aa001c002c3ec8da3be";"Kubernetes Hands-on Workshop w/Heptio";"Workshop";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.
In this one day hands-on course you will deploy Kubernetes and containers to build out a distributed, highly available, fault tolerant application architecture. 
This course is delivered in an intimate setting with a ~10:1 student to teacher ratio, so you can get the help you need. Throughout the course, hands-on exercises reinforce the topics being discussed.
In addition to learning from our Kubernetes experts, you will have the opportunity:

Meet Kubernetes creators, Craig McLuckie (CEO) and Joe Beda (CTO) and our other Kubernetes committers for a Q&A session after each class
Get a copy of ""Kubernetes: Up and Running"" signed by Joe Beda
Join us for happy hour

Course topics include: 

Introduction
Deploy a Kubernetes Cluster
Containerize Applications
Deploy Applications
Manage and Modify Applications
ConfigMaps and Secrets
Persistent Volumes";;"Tuesday December  5, 2017  9:00am";"Tuesday December  5, 2017   5:00pm";"Meeting Room 8C, Level 3";"2017-12-05T09:00:00";"2017-12-05T17:00:00"
"3eac16186d85b11472491b6170ea983d";"Running Enterprise Kubernetes w/Tectonic";"Workshop";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.Running Kubernetes in an enterprise production environment requires a in-depth technical knowledge of Kubernetes and the relevant tools you need to keep your applications running properly. This hands-on workshop will introduce the audience to CoreOS Tectonic for running enterprise Kubernetes. CoreOS Tectonic includes an easy to use dashboard that provides access and insights into the many components of your stack. We will go over the following topics:  

Tectonic Overview 
Installing Tectonic 
Exploring the Tectonic Console 
Understanding the Tectonic Architecture 
Self-Hosted Kubernetes 
Security and Identity Monitoring 
Auto Updates 
The Future of Tectonic";;"Tuesday December  5, 2017  1:00pm";"Tuesday December  5, 2017   4:00pm";"Meeting Room 7, Level 3";"2017-12-05T13:00:00";"2017-12-05T16:00:00"
"5ed26aeb162cbe5fb280136b40706252";"Kubernetes Docs Sprint";"Docs Sprint";"The Kubernetes Docs special interest group (SIG docs) is running a Docs Sprint at Kubecon. Anyone with an interest in documentation or contributing to the Kubernetes website is welcome to join. We’ll be working in small teams to write content and improve documentation processes for Kubernetes. The projects we’ll be focusing on include improving user journeys through https://kubernetes.io, adding to the Kubernetes glossary, and improving our release notes process. This is a great opportunity to contribute to Kubernetes. All experience levels welcome. GitHub account required.";;"Tuesday December  5, 2017  1:00pm";"Tuesday December  5, 2017   5:00pm";"Mezzanine Office 6 & 7, Level 2";"2017-12-05T13:00:00";"2017-12-05T17:00:00"
"aa755a5f04cb96fe172aace0376b84bf";"Istio Mini Summit";"Mini Summit";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.Join experts from Google, IBM, Tigera, and more to hear the latest developments on the Istio project. Connect with the community to hear about use cases, capabilities, and more.";;"Tuesday December  5, 2017  1:00pm";"Tuesday December  5, 2017   5:00pm";"Meeting Room 10A, Level 3";"2017-12-05T13:00:00";"2017-12-05T17:00:00"
"ca87db265de821abbccff73b5a7e5601";"Container Troubleshooting with Sysdig Open Source";"Trainings";"Registration: Add this training on your KubeCon + CloudNativeCon North America conference registration here. If you are already registered for KubeCon + CloudNativeCon North America 2017, modify your registration to add the training or email us at events {at} cncf {dot} io.
About: Join us for a 4-hour use-case driven training session on container visibility, troubleshooting and run-time security monitoring with the Sysdig open source tools (Sysdig and Falco) and learn how containers work under the hood.
Agenda:

Visibility and troubleshooting (~1 hour)   

Learn how to debug a 502 error on a containerized LB with HPproxy, a Python webapp that crashes after working for 5 minutes or finding where you configured the wrong credentials in a microservices app.


Analyzing performance and bottlenecks (~1 hour)   

Compare the performance of different web servers running in containers, use system call tracing to find the bottleneck in your application or learn how to use spectograms (flame graphs) to visualize system call performance. 


Debugging Kubernetes (~1 hour)   

Dive into Kubernetes internals using reverse engineering: Why is that Kubernetes service valid but doesn't work? How does service resolution work? How does Kubernetes instruct Docker Engine?


Security run-time monitoring and forensics (~1 hour)   

Last but not least, all these previous lessons can also be applied for security. Not only with forensics on an attack attempt, but Sysdig Falco can alert on containers with anomalous behaviour as well.";"Intermediate";"Tuesday December  5, 2017  1:00pm";"Tuesday December  5, 2017   5:00pm";"Meeting Room 10B, Level 3";"2017-12-05T13:00:00";"2017-12-05T17:00:00"
"f3d8d4c3dda4f03934c312e0ce60a0f5";"OpenContrail Governance Summit";"Mini Summit";"OpenContrail Community facilitates the development, evolution and adoption of OpenContrail project across various open source ecosystems, including public and private clouds, container ecosystem and other computational platforms. OpenContrail is the leading open source, scalable, production grade  network fabric that provides a robust overlay SDN and network security. The Community goal is to maintain and improve the production ready and scalable nature of OpenContrail project while accelerating development, and attracting additional developers and users to the platform.
For the latest agenda, please refer to the OpenContrail Events page.
● 1:00-1:15pm Welcome and Introduction - Randy Bias
● 1:15- 1:45pm Community Status Recap - Greg Elkinbard
○      Review the progress of community creation over the last several mini-summits 
● 1:45 - 2:45pm Status Updates from the project working groups
○      Governance - Greg Elkinbard
○      Technical Steering Committee - Joseph Gasparakis
○      Architecture Review Board - Joseph Gasparakis, Paul Caver, Suhkdev Kapur
○      Infra - Paul Carver, Greg Elkinbard
● 2:45 - 3:00pm Break
● 3:00 - 5:00pm Charter and process document review (forum)
○      Governance
○      Technical Steering Committee
○      Architecture Review Board
● 5:00 - 5:15pm High Level community goals for 2018 (forum)
○      Discuss and set high level community goals for 2018
○      Events priority - identify key marketing events to support next year.
■      OpenStack
■      CNCF/Kubecon and Others
● 5:15 - 5:30 Outreach to other projects (OpenStack, Kubernetes, ONAP, OPNFV, others)
○      Our goal is to become ubiquitous SDN so we need to identify key projects which 		community will directly support, currently we integrate with OpenStack and CNCF 		CNI based projects such as Kubernetes and Mesos. Community discuss and set 		priorities in participating in other projects such as OPNFV, ONAP and others
 
For any questions, please contact gelkinbard@juniper.net";;"Tuesday December  5, 2017  1:00pm";"Tuesday December  5, 2017   5:30pm";"Hilton Austin - Meeting Room #410";"2017-12-05T13:00:00";"2017-12-05T17:30:00"
"d23f092da4669c67a14e41236cf5d0e4";"Free Kubernetes 101 Workshop for the Enterprise w/VMware";"Workshop";"This free workshop led by The Linux Foundation and VMware will provide an overview and walkthrough of containers and Kubernetes, with key concepts, architecture, and how Kubernetes is used in enterprise environments. The session will include running Kubernetes in enterprise use case scenarios and how enterpises can operationalize Kubernetes adressing day 1 and day 2 needs. 

Introduction to Containers
Overview of Kubernetes and Architecture
Kubernetes Deployment Walkthrough
Kubernetes Demos
Enterprise use case scenarios
Operationalizing Kubernetes
Mechanics of rolling upgrades
Monitoring Kubernetes

The workshop will finish with a reception right afterwards to allow time for some networking.";;"Tuesday December  5, 2017  1:00pm";"Tuesday December  5, 2017   6:30pm";"Ballroom C, Level 1";"2017-12-05T13:00:00";"2017-12-05T18:30:00"
"31600e20d8fb68431d34e799c213d96d";"DevOps with K8s Meetup";"Meetup";"On Dec 5, 2017, Huawei and patterns of CNCF community will be hosting a DevOps Meetup of Kubernetes in Austin. In this event, you will get over 3 sessions from Huawei, Loose and CoreOS. These topics focus on DevOps include CI/CD, modern infrastructure, networks and others in Kubernetes ecosystem.  The tickets are free, and we will have a great event with a lot of interesting discussion and some surprises.  More details on https://www.meetup.com/devops-for-kubernetes/events/243970695   Please join us!";;"Tuesday December  5, 2017  2:00pm";"Tuesday December  5, 2017   5:00pm";"Meeting Room 9C, Level 3";"2017-12-05T14:00:00";"2017-12-05T17:00:00"
"0218e75f633699e82fe7a634252d140a";"Event Registration";"Registration + Breaks";;;"Tuesday December  5, 2017  2:00pm";"Tuesday December  5, 2017   7:00pm";"Palazzo, Level 1";"2017-12-05T14:00:00";"2017-12-05T19:00:00"
"3d0b8ad89b565e9ae7d8eba2ac3ed8a7";"CNCF Storage Working Group Meeting";"Community/SIG";"The storage working group is tasked with discussing all things storage in the cloud native space. Important topics like the cloud native storage landscape, and upcoming CNCF sponsored storage projects are on the agenda to be discussed.";;"Tuesday December  5, 2017  5:00pm";"Tuesday December  5, 2017   7:00pm";"Mezzanine Room 1, Level 2";"2017-12-05T17:00:00";"2017-12-05T19:00:00"
"6c6604d7ecd6aab63f3a2997542a5f94";"Lightning Talks";"Lightning Talk";;;"Tuesday December  5, 2017  5:00pm";"Tuesday December  5, 2017   7:30pm";"Ballroom A, Level 1";"2017-12-05T17:00:00";"2017-12-05T19:30:00"
"7371163e4699b170abe10cc6809bdbb9";"Lightning Talk: Building Scalable Test Infrastructure with Kubernetes [I]";"Lightning Talk";"In this talk I'll quickly cover how we build scalable test infrastructure with Kubernetes. I'll cover common practices, and present some new ways to approach them.";"Intermediate";"Tuesday December  5, 2017  5:01pm";"Tuesday December  5, 2017   5:06pm";"Ballroom A, Level 1";"2017-12-05T17:01:00";"2017-12-05T17:06:00"
"2101e148eb9f661146c468424313609f";"Lightning Talk: How to Contribute to Kubernetes [B]";"Lightning Talk";"Do you want to contribute to Kubernetes? Not sure how or where to begin? It can be overwhelming! But fear not - you can join the thousands of successful contributors too!  In this talk we’ll explore the different parts of Kubernetes and how they work, see how the various components are related, discuss the skills you need to get started and learn the best ways to get your first Pull Request accepted.  You don’t have to be an expert; even mere mortals like us can make contributions. This talk will also walk through how I implemented my Google Summer of Code project even though I was completely new to Kubernetes. Once you see how easy it is, you’ll want to do it too!";"Beginner";"Tuesday December  5, 2017  5:10pm";"Tuesday December  5, 2017   5:15pm";"Ballroom A, Level 1";"2017-12-05T17:10:00";"2017-12-05T17:15:00"
"47ba7a25a36c49021de853b00fb435a6";"Lightning Talk: Essentials for Building Your Own Database-as-a-Service [B]";"Lightning Talk";"This session will discuss about essential blueprint for building and operating a database platform as a service by taking advantage of Kubernetes and its persistent storage support for stateful containerized applications.";"Beginner";"Tuesday December  5, 2017  5:20pm";"Tuesday December  5, 2017   5:25pm";"Ballroom A, Level 1";"2017-12-05T17:20:00";"2017-12-05T17:25:00"
"1b66d1ad6a1a65d7045e88d255429142";"Lightning Talk: How Kubernetes is Helpful for Accelerating Machine Learning Research and Engineering [I]";"Lightning Talk";"In this lightning talk, the presenter shares his experience on helping machine learning research and engineering with kubernetes. k8s is not only a tool for managing microservices but also helpful for executing batch jobs like learning phase of deep learning frameworks and stateful services that provides data for the learning tasks. The presenter and his collaborators has been building and managing k8s cluster for TensorFlow learning tasks and HDFS as its learning data source. In addition, thanks to the pluggable scheduler architecture of k8s, their custom scheduler enshorts execution the learning tasks effecitvely and hides usage of network equipments and complex heterogeneous computational devices (e.g. GPUs) from researchers.";"Intermediate";"Tuesday December  5, 2017  5:30pm";"Tuesday December  5, 2017   5:35pm";"Ballroom A, Level 1";"2017-12-05T17:30:00";"2017-12-05T17:35:00"
"c04ccd1bd74763752b00c3630c15459d";"Lightning Talk: Cluster Insights [B]";"Lightning Talk";"As the footprint of our K8 clusters increased across eBay data centers, many work loads were on boarded onto these clusters. With different work loads running across different clusters, cluster operations and insights into these applications has become an interesting problem. We wanted to know the footprint of these applications across different clusters in our data centers. One of the most obvious solutions is to query against different api servers and derive insights. However as the scale increased querying api servers has become a challenge and we could not get data in real time. To solve these problems, we developed an application called kube watch. Kube watch helps collects data for various resources from different clusters and persists into data stores. By building different dashboards using this data it helped us gain insights into the clusters in real time. During this talk we shall go through the kube watch system, its architecture and the problems it has helped us to solve.";"Beginner";"Tuesday December  5, 2017  5:40pm";"Tuesday December  5, 2017   5:45pm";"Ballroom A, Level 1";"2017-12-05T17:40:00";"2017-12-05T17:45:00"
"6fe4fa51f55b400d5d317881896321ad";"Lightning Talk: Why is Community so Important? [B]";"Lightning Talk";"I believe one of the reasons Kubernetes has grown in popularity so rapidly in the past few years has a bit to do with its community. I want to share my experience as a member of the Kubernetes community and discuss how the interactions I've had have contributed towards my development as an engineer. As a woman of color and a recent graduate of a bootcamp, I know firsthand the power of a strong community. I also want to cover what helps a beginner engineer such as myself to thrive, contribute, and be successful in this industry. I want to share some important qualities that I have experienced in the Kubernetes community and where we can potentially improve.";"Beginner";"Tuesday December  5, 2017  5:50pm";"Tuesday December  5, 2017   5:55pm";"Ballroom A, Level 1";"2017-12-05T17:50:00";"2017-12-05T17:55:00"
"40f339bdf6c0a800dd2c291f37f0cc36";"Lightning Talk: Watch This!";"Lightning Talk";"Rippy will demonstrate Docker running on his rooted Android Wear watch.  To get this working required Docker, OpenEmbedded, Yocto, and AsteroidOS which he'll explain. If all goes well with the demonstration, he'll add the watch as a Kubernetes node and schedule a pod to run on it.  Rippy's initial tweet about Docker running on his watch: https://twitter.com/jkrippy/status/826661130693128194";"Any";"Tuesday December  5, 2017  6:00pm";"Tuesday December  5, 2017   6:05pm";"Ballroom A, Level 1";"2017-12-05T18:00:00";"2017-12-05T18:05:00"
"7ec93177411b7d40800da9b4ad5ac6f4";"Lightning Talk: Stupid Kubectl Tricks";"Lightning Talk";"A whirlwind tour of some of the most useful, interesting, and under-sold features the Kubernetes command-line has to offer.";"Any";"Tuesday December  5, 2017  6:10pm";"Tuesday December  5, 2017   6:15pm";"Ballroom A, Level 1";"2017-12-05T18:10:00";"2017-12-05T18:15:00"
